t;v
52.71;55.315
52.72;55.315
52.73;55.33
52.74;55.33
52.75;55.32
52.76;55.32
52.77;55.315
52.78;55.315
52.79;55.245
52.8;55.245
52.81;55.26
52.82;55.26
52.83;55.24
52.84;55.24
52.85;55.26
52.86;55.26
52.87;55.26
52.88;55.26
52.89;55.25
52.9;55.25
52.91;55.22
52.92;55.22
52.93;55.19
52.94;55.19
52.95;55.135
52.96;55.135
52.97;55.165
52.98;55.165
52.99;55.18
53;55.18
53.01;55.12
53.02;55.12
53.03;55.135
53.04;55.135
53.05;55.095
53.06;55.095
53.07;55.07
53.08;55.07
53.09;55.04
53.1;55.04
53.11;55.055
53.12;55.055
53.13;55.025
53.14;55.025
53.15;55.01
53.16;55.01
53.17;55.015
53.18;55.015
53.19;54.985
53.2;54.985
53.21;54.985
53.22;54.985
53.23;54.965
53.24;54.965
53.25;54.965
53.26;54.965
53.27;54.935
53.28;54.935
53.29;54.925
53.3;54.925
53.31;54.94
53.32;54.94
53.33;54.915
53.34;54.915
53.35;54.845
53.36;54.845
53.37;54.865
53.38;54.865
53.39;54.875
53.4;54.875
53.41;54.85
53.42;54.85
53.43;54.845
53.44;54.845
53.45;54.85
53.46;54.85
53.47;54.81
53.48;54.81
53.49;54.765
53.5;54.765
53.51;54.75
53.52;54.75
53.53;54.755
53.54;54.755
53.55;54.765
53.56;54.765
53.57;54.68
53.58;54.68
53.59;54.705
53.6;54.705
53.61;54.695
53.62;54.695
53.63;54.65
53.64;54.65
53.65;54.655
53.66;54.655
53.67;54.64
53.68;54.64
53.69;54.615
53.7;54.615
53.71;54.61
53.72;54.61
53.73;54.61
53.74;54.61
53.75;54.58
53.76;54.58
53.77;54.555
53.78;54.555
53.79;54.58
53.8;54.58
53.81;54.52
53.82;54.52
53.83;54.515
53.84;54.515
53.85;54.495
53.86;54.495
53.87;54.515
53.88;54.515
53.89;54.485
53.9;54.485
53.91;54.445
53.92;54.445
53.93;54.42
53.94;54.42
53.95;54.455
53.96;54.455
53.97;54.385
53.98;54.385
53.99;54.39
54;54.39
54.01;54.41
54.02;54.41
54.03;54.385
54.04;54.385
54.05;54.36
54.06;54.36
54.07;54.39
54.08;54.39
54.09;54.35
54.1;54.35
54.11;54.305
54.12;54.305
54.13;54.32
54.14;54.32
54.15;54.28
54.16;54.28
54.17;54.305
54.18;54.305
54.19;54.315
54.2;54.315
54.21;54.33
54.22;54.33
54.23;54.24
54.24;54.24
54.25;54.22
54.26;54.22
54.27;54.22
54.28;54.22
54.29;54.24
54.3;54.24
54.31;54.26
54.32;54.26
54.33;54.255
54.34;54.255
54.35;54.165
54.36;54.165
54.37;54.18
54.38;54.18
54.39;54.135
54.4;54.135
54.41;54.115
54.42;54.115
54.43;54.145
54.44;54.145
54.45;54.145
54.46;54.145
54.47;54.175
54.48;54.175
54.49;54.11
54.5;54.11
54.51;54.05
54.52;54.05
54.53;54.005
54.54;54.005
54.55;54.03
54.56;54.03
54.57;53.975
54.58;53.975
54.59;53.99
54.6;53.99
54.61;54.015
54.62;54.015
54.63;54
54.64;54
54.65;53.945
54.66;53.945
54.67;53.905
54.68;53.905
54.69;53.93
54.7;53.93
54.71;53.87
54.72;53.87
54.73;53.87
54.74;53.87
54.75;53.89
54.76;53.89
54.77;53.86
54.78;53.86
54.79;53.865
54.8;53.865
54.81;53.83
54.82;53.83
54.83;53.805
54.84;53.805
54.85;53.79
54.86;53.79
54.87;53.81
54.88;53.81
54.89;53.795
54.9;53.795
54.91;53.785
54.92;53.785
54.93;53.76
54.94;53.76
54.95;53.75
54.96;53.75
54.97;53.735
54.98;53.735
54.99;53.735
55;53.735
55.01;53.71
55.02;53.71
55.03;53.725
55.04;53.725
55.05;53.695
55.06;53.695
55.07;53.675
55.08;53.675
55.09;53.665
55.1;53.665
55.11;53.66
55.12;53.66
55.13;53.63
55.14;53.63
55.15;53.605
55.16;53.605
55.17;53.625
55.18;53.625
55.19;53.63
55.2;53.63
55.21;53.565
55.22;53.565
55.23;53.51
55.24;53.51
55.25;53.53
55.26;53.53
55.27;53.48
55.28;53.48
55.29;53.495
55.3;53.495
55.31;53.515
55.32;53.515
55.33;53.46
55.34;53.46
55.35;53.47
55.36;53.47
55.37;53.45
55.38;53.45
55.39;53.39
55.4;53.39
55.41;53.39
55.42;53.39
55.43;53.385
55.44;53.385
55.45;53.385
55.46;53.385
55.47;53.395
55.48;53.395
55.49;53.385
55.5;53.385
55.51;53.375
55.52;53.375
55.53;53.305
55.54;53.305
55.55;53.3
55.56;53.3
55.57;53.29
55.58;53.29
55.59;53.295
55.6;53.295
55.61;53.275
55.62;53.275
55.63;53.275
55.64;53.275
55.65;53.255
55.66;53.255
55.67;53.24
55.68;53.24
55.69;53.235
55.7;53.235
55.71;53.21
55.72;53.21
55.73;53.215
55.74;53.215
55.75;53.155
55.76;53.155
55.77;53.165
55.78;53.165
55.79;53.155
55.8;53.155
55.81;53.12
55.82;53.12
55.83;53.105
55.84;53.105
55.85;53.125
55.86;53.125
55.87;53.12
55.88;53.12
55.89;53.03
55.9;53.03
55.91;53.04
55.92;53.04
55.93;53.065
55.94;53.065
55.95;53.025
55.96;53.025
55.97;53
55.98;53
55.99;53.02
56;53.02
56.01;52.985
56.02;52.985
56.03;52.92
56.04;52.92
56.05;52.95
56.06;52.95
56.07;52.93
56.08;52.93
56.09;52.915
56.1;52.915
56.11;52.91
56.12;52.91
56.13;52.93
56.14;52.93
56.15;52.9
56.16;52.9
56.17;52.85
56.18;52.85
56.19;52.875
56.2;52.875
56.21;52.87
56.22;52.87
56.23;52.865
56.24;52.865
56.25;52.84
56.26;52.84
56.27;52.815
56.28;52.815
56.29;52.805
56.3;52.805
56.31;52.78
56.32;52.78
56.33;52.775
56.34;52.775
56.35;52.77
56.36;52.77
56.37;52.75
56.38;52.75
56.39;52.765
56.4;52.765
56.41;52.735
56.42;52.735
56.43;52.72
56.44;52.72
56.45;52.66
56.46;52.66
56.47;52.665
56.48;52.665
56.49;52.655
56.5;52.655
56.51;52.655
56.52;52.655
56.53;52.665
56.54;52.665
56.55;52.635
56.56;52.635
56.57;52.625
56.58;52.625
56.59;52.585
56.6;52.585
56.61;52.565
56.62;52.565
56.63;52.575
56.64;52.575
56.65;52.555
56.66;52.555
56.67;52.57
56.68;52.57
56.69;52.535
56.7;52.535
56.71;52.505
56.72;52.505
56.73;52.485
56.74;52.485
56.75;52.45
56.76;52.45
56.77;52.43
56.78;52.43
56.79;52.44
56.8;52.44
56.81;52.455
56.82;52.455
56.83;52.475
56.84;52.475
56.85;52.445
56.86;52.445
56.87;52.385
56.88;52.385
56.89;52.375
56.9;52.375
56.91;52.335
56.92;52.335
56.93;52.35
56.94;52.35
56.95;52.345
56.96;52.345
56.97;52.365
56.98;52.365
56.99;52.335
57;52.335
57.01;52.27
57.02;52.27
57.03;52.245
57.04;52.245
57.05;52.255
57.06;52.255
57.07;52.265
57.08;52.265
57.09;52.22
57.1;52.22
57.11;52.24
57.12;52.24
57.13;52.25
57.14;52.25
57.15;52.21
57.16;52.21
57.17;52.19
57.18;52.19
57.19;52.165
57.2;52.165
57.21;52.145
57.22;52.145
57.23;52.17
57.24;52.17
57.25;52.135
57.26;52.135
57.27;52.11
57.28;52.11
57.29;52.11
57.3;52.11
57.31;52.095
57.32;52.095
57.33;52.055
57.34;52.055
57.35;52.025
57.36;52.025
57.37;52.045
57.38;52.045
57.39;52.03
57.4;52.03
57.41;52.04
57.42;52.04
57.43;52.045
57.44;52.045
57.45;52.03
57.46;52.03
57.47;51.97
57.48;51.97
57.49;51.99
57.5;51.99
57.51;51.97
57.52;51.97
57.53;51.965
57.54;51.965
57.55;51.975
57.56;51.975
57.57;51.985
57.58;51.985
57.59;51.93
57.6;51.93
57.61;51.925
57.62;51.925
57.63;51.905
57.64;51.905
57.65;51.835
57.66;51.835
57.67;51.86
57.68;51.86
57.69;51.845
57.7;51.845
57.71;51.845
57.72;51.845
57.73;51.79
57.74;51.79
57.75;51.795
57.76;51.795
57.77;51.775
57.78;51.775
57.79;51.73
57.8;51.73
57.81;51.71
57.82;51.71
57.83;51.73
57.84;51.73
57.85;51.72
57.86;51.72
57.87;51.69
57.88;51.69
57.89;51.715
57.9;51.715
57.91;51.735
57.92;51.735
57.93;51.64
57.94;51.64
57.95;51.655
57.96;51.655
57.97;51.66
57.98;51.66
57.99;51.68
58;51.68
58.01;51.7
58.02;51.7
58.03;51.635
58.04;51.635
58.05;51.645
58.06;51.645
58.07;51.565
58.08;51.565
58.09;51.555
58.1;51.555
58.11;51.575
58.12;51.575
58.13;51.57
58.14;51.57
58.15;51.51
58.16;51.51
58.17;51.525
58.18;51.525
58.19;51.515
58.2;51.515
58.21;51.53
58.22;51.53
58.23;51.54
58.24;51.54
58.25;51.515
58.26;51.515
58.27;51.485
58.28;51.485
58.29;51.44
58.3;51.44
58.31;51.455
58.32;51.455
58.33;51.405
58.34;51.405
58.35;51.415
58.36;51.415
58.37;51.345
58.38;51.345
58.39;51.345
58.4;51.345
58.41;51.35
58.42;51.35
58.43;51.305
58.44;51.305
58.45;51.27
58.46;51.27
58.47;51.295
58.48;51.295
58.49;51.28
58.5;51.28
58.51;51.205
58.52;51.205
58.53;51.165
58.54;51.165
58.55;51.19
58.56;51.19
58.57;51.17
58.58;51.17
58.59;51.125
58.6;51.125
58.61;51.15
58.62;51.15
58.63;51.16
58.64;51.16
58.65;51.125
58.66;51.125
58.67;51.115
58.68;51.115
58.69;51.11
58.7;51.11
58.71;51.075
58.72;51.075
58.73;51.065
58.74;51.065
58.75;51.04
58.76;51.04
58.77;51.05
58.78;51.05
58.79;51.03
58.8;51.03
58.81;51.05
58.82;51.05
58.83;51.015
58.84;51.015
58.85;50.975
58.86;50.975
58.87;50.97
58.88;50.97
58.89;50.965
58.9;50.965
58.91;50.945
58.92;50.945
58.93;50.945
58.94;50.945
58.95;50.95
58.96;50.95
58.97;50.965
58.98;50.965
58.99;50.915
59;50.915
59.01;50.93
59.02;50.93
59.03;50.935
59.04;50.935
59.05;50.875
59.06;50.875
59.07;50.89
59.08;50.89
59.09;50.89
59.1;50.89
59.11;50.87
59.12;50.87
59.13;50.84
59.14;50.84
59.15;50.83
59.16;50.83
59.17;50.79
59.18;50.79
59.19;50.81
59.2;50.81
59.21;50.765
59.22;50.765
59.23;50.71
59.24;50.71
59.25;50.735
59.26;50.735
59.27;50.77
59.28;50.77
59.29;50.7
59.3;50.7
59.31;50.675
59.32;50.675
59.33;50.655
59.34;50.655
59.35;50.615
59.36;50.615
59.37;50.625
59.38;50.625
59.39;50.58
59.4;50.58
59.41;50.605
59.42;50.605
59.43;50.555
59.44;50.555
59.45;50.55
59.46;50.55
59.47;50.57
59.48;50.57
59.49;50.48
59.5;50.48
59.51;50.49
59.52;50.49
59.53;50.485
59.54;50.485
59.55;50.505
59.56;50.505
59.57;50.53
59.58;50.53
59.59;50.52
59.6;50.52
59.61;50.47
59.62;50.47
59.63;50.47
59.64;50.47
59.65;50.45
59.66;50.45
59.67;50.41
59.68;50.41
59.69;50.39
59.7;50.39
59.71;50.385
59.72;50.385
59.73;50.385
59.74;50.385
59.75;50.39
59.76;50.39
59.77;50.34
59.78;50.34
59.79;50.33
59.8;50.33
59.81;50.265
59.82;50.265
59.83;50.265
59.84;50.265
59.85;50.255
59.86;50.255
59.87;50.25
59.88;50.25
59.89;50.225
59.9;50.225
59.91;50.225
59.92;50.225
59.93;50.195
59.94;50.195
59.95;50.19
59.96;50.19
59.97;50.18
59.98;50.18
59.99;50.155
60;50.155
60.01;50.125
60.02;50.125
60.03;50.15
60.04;50.15
60.05;50.1
60.06;50.1
60.07;50.125
60.08;50.125
60.09;50.125
60.1;50.125
60.11;50.14
60.12;50.14
60.13;50.14
60.14;50.14
60.15;50.16
60.16;50.16
60.17;50.15
60.18;50.15
60.19;50.095
60.2;50.095
60.21;50.08
60.22;50.08
60.23;50.08
60.24;50.08
60.25;50.055
60.26;50.055
60.27;50.04
60.28;50.04
60.29;50.04
60.3;50.04
60.31;49.97
60.32;49.97
60.33;49.995
60.34;49.995
60.35;49.985
60.36;49.985
60.37;49.92
60.38;49.92
60.39;49.94
60.4;49.94
60.41;49.9
60.42;49.9
60.43;49.9
60.44;49.9
60.45;49.85
60.46;49.85
60.47;49.82
60.48;49.82
60.49;49.83
60.5;49.83
60.51;49.82
60.52;49.82
60.53;49.825
60.54;49.825
60.55;49.83
60.56;49.83
60.57;49.83
60.58;49.83
60.59;49.82
60.6;49.82
60.61;49.765
60.62;49.765
60.63;49.745
60.64;49.745
60.65;49.76
60.66;49.76
60.67;49.725
60.68;49.725
60.69;49.73
60.7;49.73
60.71;49.74
60.72;49.74
60.73;49.72
60.74;49.72
60.75;49.67
60.76;49.67
60.77;49.67
60.78;49.67
60.79;49.625
60.8;49.625
60.81;49.565
60.82;49.565
60.83;49.59
60.84;49.59
60.85;49.595
60.86;49.595
60.87;49.61
60.88;49.61
60.89;49.56
60.9;49.56
60.91;49.58
60.92;49.58
60.93;49.585
60.94;49.585
60.95;49.5
60.96;49.5
60.97;49.505
60.98;49.505
60.99;49.53
61;49.53
61.01;49.48
61.02;49.48
61.03;49.485
61.04;49.485
61.05;49.42
61.06;49.42
61.07;49.44
61.08;49.44
61.09;49.41
61.1;49.41
61.11;49.395
61.12;49.395
61.13;49.405
61.14;49.405
61.15;49.44
61.16;49.44
61.17;49.405
61.18;49.405
61.19;49.345
61.2;49.345
61.21;49.345
61.22;49.345
61.23;49.375
61.24;49.375
61.25;49.285
61.26;49.285
61.27;49.29
61.28;49.29
61.29;49.265
61.3;49.265
61.31;49.29
61.32;49.29
61.33;49.28
61.34;49.28
61.35;49.275
61.36;49.275
61.37;49.275
61.38;49.275
61.39;49.22
61.4;49.22
61.41;49.2
61.42;49.2
61.43;49.205
61.44;49.205
61.45;49.16
61.46;49.16
61.47;49.115
61.48;49.115
61.49;49.14
61.5;49.14
61.51;49.085
61.52;49.085
61.53;49.095
61.54;49.095
61.55;49.11
61.56;49.11
61.57;49.125
61.58;49.125
61.59;49.095
61.6;49.095
61.61;49.08
61.62;49.08
61.63;49.07
61.64;49.07
61.65;49.055
61.66;49.055
61.67;49.025
61.68;49.025
61.69;49.005
61.7;49.005
61.71;48.99
61.72;48.99
61.73;49.005
61.74;49.005
61.75;48.965
61.76;48.965
61.77;48.97
61.78;48.97
61.79;48.945
61.8;48.945
61.81;48.97
61.82;48.97
61.83;48.955
61.84;48.955
61.85;48.885
61.86;48.885
61.87;48.87
61.88;48.87
61.89;48.87
61.9;48.87
61.91;48.865
61.92;48.865
61.93;48.86
61.94;48.86
61.95;48.845
61.96;48.845
61.97;48.86
61.98;48.86
61.99;48.87
62;48.87
62.01;48.84
62.02;48.84
62.03;48.82
62.04;48.82
62.05;48.835
62.06;48.835
62.07;48.85
62.08;48.85
62.09;48.805
62.1;48.805
62.11;48.78
62.12;48.78
62.13;48.785
62.14;48.785
62.15;48.755
62.16;48.755
62.17;48.74
62.18;48.74
62.19;48.755
62.2;48.755
62.21;48.735
62.22;48.735
62.23;48.71
62.24;48.71
62.25;48.655
62.26;48.655
62.27;48.655
62.28;48.655
62.29;48.615
62.3;48.615
62.31;48.63
62.32;48.63
62.33;48.555
62.34;48.555
62.35;48.57
62.36;48.57
62.37;48.6
62.38;48.6
62.39;48.575
62.4;48.575
62.41;48.57
62.42;48.57
62.43;48.54
62.44;48.54
62.45;48.57
62.46;48.57
62.47;48.51
62.48;48.51
62.49;48.53
62.5;48.53
62.51;48.54
62.52;48.54
62.53;48.535
62.54;48.535
62.55;48.51
62.56;48.51
62.57;48.49
62.58;48.49
62.59;48.49
62.6;48.49
62.61;48.465
62.62;48.465
62.63;48.495
62.64;48.495
62.65;48.485
62.66;48.485
62.67;48.455
62.68;48.455
62.69;48.445
62.7;48.445
62.71;48.47
62.72;48.47
62.73;48.48
62.74;48.48
62.75;48.39
62.76;48.39
62.77;48.39
62.78;48.39
62.79;48.405
62.8;48.405
62.81;48.38
62.82;48.38
62.83;48.355
62.84;48.355
62.85;48.325
62.86;48.325
62.87;48.32
62.88;48.32
62.89;48.315
62.9;48.315
62.91;48.26
62.92;48.26
62.93;48.26
62.94;48.26
62.95;48.27
62.96;48.27
62.97;48.27
62.98;48.27
62.99;48.225
63;48.225
63.01;48.185
63.02;48.185
63.03;48.205
63.04;48.205
63.05;48.14
63.06;48.14
63.07;48.14
63.08;48.14
63.09;48.145
63.1;48.145
63.11;48.125
63.12;48.125
63.13;48.13
63.14;48.13
63.15;48.08
63.16;48.08
63.17;48.095
63.18;48.095
63.19;48.085
63.2;48.085
63.21;48.055
63.22;48.055
63.23;48.005
63.24;48.005
63.25;48.035
63.26;48.035
63.27;48.03
63.28;48.03
63.29;48.03
63.3;48.03
63.31;48.015
63.32;48.015
63.33;47.99
63.34;47.99
63.35;47.995
63.36;47.995
63.37;47.975
63.38;47.975
63.39;47.96
63.4;47.96
63.41;47.945
63.42;47.945
63.43;47.955
63.44;47.955
63.45;47.95
63.46;47.95
63.47;47.845
63.48;47.845
63.49;47.845
63.5;47.845
63.51;47.82
63.52;47.82
63.53;47.825
63.54;47.825
63.55;47.805
63.56;47.805
63.57;47.765
63.58;47.765
63.59;47.78
63.6;47.78
63.61;47.78
63.62;47.78
63.63;47.79
63.64;47.79
63.65;47.725
63.66;47.725
63.67;47.73
63.68;47.73
63.69;47.735
63.7;47.735
63.71;47.75
63.72;47.75
63.73;47.735
63.74;47.735
63.75;47.735
63.76;47.735
63.77;47.735
63.78;47.735
63.79;47.725
63.8;47.725
63.81;47.69
63.82;47.69
63.83;47.65
63.84;47.65
63.85;47.635
63.86;47.635
63.87;47.63
63.88;47.63
63.89;47.615
63.9;47.615
63.91;47.605
63.92;47.605
63.93;47.57
63.94;47.57
63.95;47.56
63.96;47.56
63.97;47.53
63.98;47.53
63.99;47.495
64;47.495
64.01;47.48
64.02;47.48
64.03;47.47
64.04;47.47
64.05;47.48
64.06;47.48
64.07;47.485
64.08;47.485
64.09;47.405
64.1;47.405
64.11;47.43
64.12;47.43
64.13;47.41
64.14;47.41
64.15;47.375
64.16;47.375
64.17;47.36
64.18;47.36
64.19;47.36
64.2;47.36
64.21;47.375
64.22;47.375
64.23;47.315
64.24;47.315
64.25;47.325
64.26;47.325
64.27;47.34
64.28;47.34
64.29;47.325
64.3;47.325
64.31;47.33
64.32;47.33
64.33;47.27
64.34;47.27
64.35;47.295
64.36;47.295
64.37;47.25
64.38;47.25
64.39;47.22
64.4;47.22
64.41;47.23
64.42;47.23
64.43;47.23
64.44;47.23
64.45;47.155
64.46;47.155
64.47;47.155
64.48;47.155
64.49;47.165
64.5;47.165
64.51;47.13
64.52;47.13
64.53;47.14
64.54;47.14
64.55;47.085
64.56;47.085
64.57;47.055
64.58;47.055
64.59;47.07
64.6;47.07
64.61;47.07
64.62;47.07
64.63;47.055
64.64;47.055
64.65;47.04
64.66;47.04
64.67;47.03
64.68;47.03
64.69;47.035
64.7;47.035
64.71;47
64.72;47
64.73;46.975
64.74;46.975
64.75;46.94
64.76;46.94
64.77;46.955
64.78;46.955
64.79;46.97
64.8;46.97
64.81;46.96
64.82;46.96
64.83;46.905
64.84;46.905
64.85;46.895
64.86;46.895
64.87;46.895
64.88;46.895
64.89;46.85
64.9;46.85
64.91;46.805
64.92;46.805
64.93;46.815
64.94;46.815
64.95;46.805
64.96;46.805
64.97;46.82
64.98;46.82
64.99;46.805
65;46.805
65.01;46.72
65.02;46.72
65.03;46.71
65.04;46.71
65.05;46.725
65.06;46.725
65.07;46.705
65.08;46.705
65.09;46.69
65.1;46.69
65.11;46.68
65.12;46.68
65.13;46.68
65.14;46.68
65.15;46.69
65.16;46.69
65.17;46.665
65.18;46.665
65.19;46.625
65.2;46.625
65.21;46.625
65.22;46.625
65.23;46.6
65.24;46.6
65.25;46.58
65.26;46.58
65.27;46.57
65.28;46.57
65.29;46.595
65.3;46.595
65.31;46.585
65.32;46.585
65.33;46.57
65.34;46.57
65.35;46.525
65.36;46.525
65.37;46.515
65.38;46.515
65.39;46.47
65.4;46.47
65.41;46.45
65.42;46.45
65.43;46.46
65.44;46.46
65.45;46.43
65.46;46.43
65.47;46.445
65.48;46.445
65.49;46.43
65.5;46.43
65.51;46.425
65.52;46.425
65.53;46.395
65.54;46.395
65.55;46.41
65.56;46.41
65.57;46.35
65.58;46.35
65.59;46.35
65.6;46.35
65.61;46.345
65.62;46.345
65.63;46.31
65.64;46.31
65.65;46.34
65.66;46.34
65.67;46.345
65.68;46.345
65.69;46.31
65.7;46.31
65.71;46.32
65.72;46.32
65.73;46.29
65.74;46.29
65.75;46.24
65.76;46.24
65.77;46.26
65.78;46.26
65.79;46.235
65.8;46.235
65.81;46.21
65.82;46.21
65.83;46.205
65.84;46.205
65.85;46.19
65.86;46.19
65.87;46.16
65.88;46.16
65.89;46.165
65.9;46.165
65.91;46.165
65.92;46.165
65.93;46.15
65.94;46.15
65.95;46.125
65.96;46.125
65.97;46.07
65.98;46.07
65.99;46.095
66;46.095
66.01;46.08
66.02;46.08
66.03;46.045
66.04;46.045
66.05;46.025
66.06;46.025
66.07;46.05
66.08;46.05
66.09;46.025
66.1;46.025
66.11;46.01
66.12;46.01
66.13;45.95
66.14;45.95
66.15;45.97
66.16;45.97
66.17;45.945
66.18;45.945
66.19;45.945
66.2;45.945
66.21;45.885
66.22;45.885
66.23;45.915
66.24;45.915
66.25;45.93
66.26;45.93
66.27;45.865
66.28;45.865
66.29;45.84
66.3;45.84
66.31;45.84
66.32;45.84
66.33;45.845
66.34;45.845
66.35;45.845
66.36;45.845
66.37;45.815
66.38;45.815
66.39;45.805
66.4;45.805
66.41;45.835
66.42;45.835
66.43;45.78
66.44;45.78
66.45;45.74
66.46;45.74
66.47;45.76
66.48;45.76
66.49;45.71
66.5;45.71
66.51;45.73
66.52;45.73
66.53;45.725
66.54;45.725
66.55;45.68
66.56;45.68
66.57;45.655
66.58;45.655
66.59;45.63
66.6;45.63
66.61;45.61
66.62;45.61
66.63;45.61
66.64;45.61
66.65;45.58
66.66;45.58
66.67;45.595
66.68;45.595
66.69;45.575
66.7;45.575
66.71;45.57
66.72;45.57
66.73;45.59
66.74;45.59
66.75;45.525
66.76;45.525
66.77;45.475
66.78;45.475
66.79;45.48
66.8;45.48
66.81;45.51
66.82;45.51
66.83;45.475
66.84;45.475
66.85;45.5
66.86;45.5
66.87;45.52
66.88;45.52
66.89;45.505
66.9;45.505
66.91;45.46
66.92;45.46
66.93;45.405
66.94;45.405
66.95;45.43
66.96;45.43
66.97;45.44
66.98;45.44
66.99;45.41
67;45.41
67.01;45.385
67.02;45.385
67.03;45.41
67.04;45.41
67.05;45.4
67.06;45.4
67.07;45.34
67.08;45.34
67.09;45.305
67.1;45.305
67.11;45.335
67.12;45.335
67.13;45.32
67.14;45.32
67.15;45.325
67.16;45.325
67.17;45.275
67.18;45.275
67.19;45.265
67.2;45.265
67.21;45.25
67.22;45.25
67.23;45.235
67.24;45.235
67.25;45.235
67.26;45.235
67.27;45.24
67.28;45.24
67.29;45.18
67.3;45.18
67.31;45.19
67.32;45.19
67.33;45.185
67.34;45.185
67.35;45.165
67.36;45.165
67.37;45.15
67.38;45.15
67.39;45.16
67.4;45.16
67.41;45.155
67.42;45.155
67.43;45.1
67.44;45.1
67.45;45.11
67.46;45.11
67.47;45.095
67.48;45.095
67.49;45.03
67.5;45.03
67.51;45.025
67.52;45.025
67.53;45.01
67.54;45.01
67.55;44.975
67.56;44.975
67.57;44.96
67.58;44.96
67.59;44.97
67.6;44.97
67.61;44.945
67.62;44.945
67.63;44.96
67.64;44.96
67.65;44.99
67.66;44.99
67.67;44.98
67.68;44.98
67.69;44.95
67.7;44.95
67.71;44.93
67.72;44.93
67.73;44.925
67.74;44.925
67.75;44.93
67.76;44.93
67.77;44.925
67.78;44.925
67.79;44.89
67.8;44.89
67.81;44.88
67.82;44.88
67.83;44.875
67.84;44.875
67.85;44.865
67.86;44.865
67.87;44.855
67.88;44.855
67.89;44.84
67.9;44.84
67.91;44.825
67.92;44.825
67.93;44.83
67.94;44.83
67.95;44.785
67.96;44.785
67.97;44.765
67.98;44.765
67.99;44.75
68;44.75
68.01;44.775
68.02;44.775
68.03;44.735
68.04;44.735
68.05;44.725
68.06;44.725
68.07;44.67
68.08;44.67
68.09;44.705
68.1;44.705
68.11;44.66
68.12;44.66
68.13;44.655
68.14;44.655
68.15;44.615
68.16;44.615
68.17;44.625
68.18;44.625
68.19;44.615
68.2;44.615
68.21;44.57
68.22;44.57
68.23;44.57
68.24;44.57
68.25;44.565
68.26;44.565
68.27;44.565
68.28;44.565
68.29;44.545
68.3;44.545
68.31;44.555
68.32;44.555
68.33;44.525
68.34;44.525
68.35;44.54
68.36;44.54
68.37;44.545
68.38;44.545
68.39;44.5
68.4;44.5
68.41;44.485
68.42;44.485
68.43;44.46
68.44;44.46
68.45;44.47
68.46;44.47
68.47;44.48
68.48;44.48
68.49;44.47
68.5;44.47
68.51;44.42
68.52;44.42
68.53;44.405
68.54;44.405
68.55;44.4
68.56;44.4
68.57;44.34
68.58;44.34
68.59;44.36
68.6;44.36
68.61;44.35
68.62;44.35
68.63;44.34
68.64;44.34
68.65;44.36
68.66;44.36
68.67;44.37
68.68;44.37
68.69;44.33
68.7;44.33
68.71;44.29
68.72;44.29
68.73;44.29
68.74;44.29
68.75;44.29
68.76;44.29
68.77;44.25
68.78;44.25
68.79;44.26
68.8;44.26
68.81;44.215
68.82;44.215
68.83;44.235
68.84;44.235
68.85;44.255
68.86;44.255
68.87;44.16
68.88;44.16
68.89;44.085
68.9;44.085
68.91;44.11
68.92;44.11
68.93;44.14
68.94;44.14
68.95;44.075
68.96;44.075
68.97;44.055
68.98;44.055
68.99;44.07
69;44.07
69.01;44.09
69.02;44.09
69.03;44.06
69.04;44.06
69.05;44
69.06;44
69.07;43.97
69.08;43.97
69.09;43.975
69.1;43.975
69.11;43.96
69.12;43.96
69.13;43.96
69.14;43.96
69.15;43.93
69.16;43.93
69.17;43.96
69.18;43.96
69.19;43.96
69.2;43.96
69.21;43.94
69.22;43.94
69.23;43.945
69.24;43.945
69.25;43.91
69.26;43.91
69.27;43.925
69.28;43.925
69.29;43.86
69.3;43.86
69.31;43.875
69.32;43.875
69.33;43.905
69.34;43.905
69.35;43.885
69.36;43.885
69.37;43.855
69.38;43.855
69.39;43.805
69.4;43.805
69.41;43.795
69.42;43.795
69.43;43.785
69.44;43.785
69.45;43.755
69.46;43.755
69.47;43.775
69.48;43.775
69.49;43.735
69.5;43.735
69.51;43.71
69.52;43.71
69.53;43.68
69.54;43.68
69.55;43.655
69.56;43.655
69.57;43.66
69.58;43.66
69.59;43.63
69.6;43.63
69.61;43.61
69.62;43.61
69.63;43.615
69.64;43.615
69.65;43.61
69.66;43.61
69.67;43.59
69.68;43.59
69.69;43.595
69.7;43.595
69.71;43.56
69.72;43.56
69.73;43.565
69.74;43.565
69.75;43.58
69.76;43.58
69.77;43.56
69.78;43.56
69.79;43.555
69.8;43.555
69.81;43.52
69.82;43.52
69.83;43.525
69.84;43.525
69.85;43.5
69.86;43.5
69.87;43.525
69.88;43.525
69.89;43.465
69.9;43.465
69.91;43.465
69.92;43.465
69.93;43.455
69.94;43.455
69.95;43.44
69.96;43.44
69.97;43.39
69.98;43.39
69.99;43.38
70;43.38
70.01;43.375
70.02;43.375
70.03;43.34
70.04;43.34
70.05;43.34
70.06;43.34
70.07;43.305
70.08;43.305
70.09;43.33
70.1;43.33
70.11;43.305
70.12;43.305
70.13;43.29
70.14;43.29
70.15;43.285
70.16;43.285
70.17;43.29
70.18;43.29
70.19;43.28
70.2;43.28
70.21;43.22
70.22;43.22
70.23;43.235
70.24;43.235
70.25;43.23
70.26;43.23
