t;v
17.55;83.05
17.56;83.05
17.57;83.04
17.58;83.04
17.59;83.045
17.6;83.045
17.61;83.045
17.62;83.045
17.63;83.005
17.64;83.005
17.65;82.985
17.66;82.985
17.67;82.935
17.68;82.935
17.69;82.955
17.7;82.955
17.71;82.97
17.72;82.97
17.73;82.96
17.74;82.96
17.75;82.91
17.76;82.91
17.77;82.89
17.78;82.89
17.79;82.915
17.8;82.915
17.81;82.915
17.82;82.915
17.83;82.915
17.84;82.915
17.85;82.855
17.86;82.855
17.87;82.875
17.88;82.875
17.89;82.885
17.9;82.885
17.91;82.805
17.92;82.805
17.93;82.795
17.94;82.795
17.95;82.775
17.96;82.775
17.97;82.765
17.98;82.765
17.99;82.725
18;82.725
18.01;82.745
18.02;82.745
18.03;82.69
18.04;82.69
18.05;82.68
18.06;82.68
18.07;82.63
18.08;82.63
18.09;82.645
18.1;82.645
18.11;82.625
18.12;82.625
18.13;82.51
18.14;82.51
18.15;82.515
18.16;82.515
18.17;82.525
18.18;82.525
18.19;82.515
18.2;82.515
18.21;82.505
18.22;82.505
18.23;82.42
18.24;82.42
18.25;82.45
18.26;82.45
18.27;82.415
18.28;82.415
18.29;82.43
18.3;82.43
18.31;82.425
18.32;82.425
18.33;82.36
18.34;82.36
18.35;82.37
18.36;82.37
18.37;82.36
18.38;82.36
18.39;82.385
18.4;82.385
18.41;82.365
18.42;82.365
18.43;82.325
18.44;82.325
18.45;82.275
18.46;82.275
18.47;82.29
18.48;82.29
18.49;82.265
18.5;82.265
18.51;82.28
18.52;82.28
18.53;82.27
18.54;82.27
18.55;82.205
18.56;82.205
18.57;82.225
18.58;82.225
18.59;82.165
18.6;82.165
18.61;82.16
18.62;82.16
18.63;82.135
18.64;82.135
18.65;82.08
18.66;82.08
18.67;82.07
18.68;82.07
18.69;82.08
18.7;82.08
18.71;82.075
18.72;82.075
18.73;82.04
18.74;82.04
18.75;82
18.76;82
18.77;82.02
18.78;82.02
18.79;82.01
18.8;82.01
18.81;81.945
18.82;81.945
18.83;81.965
18.84;81.965
18.85;81.935
18.86;81.935
18.87;81.88
18.88;81.88
18.89;81.885
18.9;81.885
18.91;81.865
18.92;81.865
18.93;81.86
18.94;81.86
18.95;81.85
18.96;81.85
18.97;81.805
18.98;81.805
18.99;81.78
19;81.78
19.01;81.76
19.02;81.76
19.03;81.735
19.04;81.735
19.05;81.735
19.06;81.735
19.07;81.735
19.08;81.735
19.09;81.71
19.1;81.71
19.11;81.68
19.12;81.68
19.13;81.695
19.14;81.695
19.15;81.69
19.16;81.69
19.17;81.67
19.18;81.67
19.19;81.64
19.2;81.64
19.21;81.64
19.22;81.64
19.23;81.645
19.24;81.645
19.25;81.645
19.26;81.645
19.27;81.65
19.28;81.65
19.29;81.625
19.3;81.625
19.31;81.57
19.32;81.57
19.33;81.545
19.34;81.545
19.35;81.555
19.36;81.555
19.37;81.5
19.38;81.5
19.39;81.49
19.4;81.49
19.41;81.455
19.42;81.455
19.43;81.375
19.44;81.375
19.45;81.395
19.46;81.395
19.47;81.35
19.48;81.35
19.49;81.36
19.5;81.36
19.51;81.32
19.52;81.32
19.53;81.315
19.54;81.315
19.55;81.265
19.56;81.265
19.57;81.25
19.58;81.25
19.59;81.255
19.6;81.255
19.61;81.265
19.62;81.265
19.63;81.26
19.64;81.26
19.65;81.25
19.66;81.25
19.67;81.265
19.68;81.265
19.69;81.245
19.7;81.245
19.71;81.25
19.72;81.25
19.73;81.235
19.74;81.235
19.75;81.17
19.76;81.17
19.77;81.17
19.78;81.17
19.79;81.14
19.8;81.14
19.81;81.165
19.82;81.165
19.83;81.145
19.84;81.145
19.85;81.1
19.86;81.1
19.87;81.095
19.88;81.095
19.89;81.03
19.9;81.03
19.91;81.025
19.92;81.025
19.93;81
19.94;81
19.95;80.98
19.96;80.98
19.97;80.915
19.98;80.915
19.99;80.935
20;80.935
20.01;80.9
20.02;80.9
20.03;80.9
20.04;80.9
20.05;80.88
20.06;80.88
20.07;80.89
20.08;80.89
20.09;80.905
20.1;80.905
20.11;80.82
20.12;80.82
20.13;80.785
20.14;80.785
20.15;80.795
20.16;80.795
20.17;80.775
20.18;80.775
20.19;80.795
20.2;80.795
20.21;80.765
20.22;80.765
20.23;80.765
20.24;80.765
20.25;80.76
20.26;80.76
20.27;80.695
20.28;80.695
20.29;80.7
20.3;80.7
20.31;80.65
20.32;80.65
20.33;80.65
20.34;80.65
20.35;80.635
20.36;80.635
20.37;80.64
20.38;80.64
20.39;80.595
20.4;80.595
20.41;80.55
20.42;80.55
20.43;80.57
20.44;80.57
20.45;80.55
20.46;80.55
20.47;80.54
20.48;80.54
20.49;80.525
20.5;80.525
20.51;80.5
20.52;80.5
20.53;80.47
20.54;80.47
20.55;80.465
20.56;80.465
20.57;80.47
20.58;80.47
20.59;80.43
20.6;80.43
20.61;80.415
20.62;80.415
20.63;80.425
20.64;80.425
20.65;80.38
20.66;80.38
20.67;80.37
20.68;80.37
20.69;80.31
20.7;80.31
20.71;80.3
20.72;80.3
20.73;80.28
20.74;80.28
20.75;80.26
20.76;80.26
20.77;80.25
20.78;80.25
20.79;80.215
20.8;80.215
20.81;80.245
20.82;80.245
20.83;80.19
20.84;80.19
20.85;80.21
20.86;80.21
20.87;80.2
20.88;80.2
20.89;80.15
20.9;80.15
20.91;80.155
20.92;80.155
20.93;80.15
20.94;80.15
20.95;80.11
20.96;80.11
20.97;80.07
20.98;80.07
20.99;80.085
21;80.085
21.01;80.075
21.02;80.075
21.03;80.105
21.04;80.105
21.05;80.08
21.06;80.08
21.07;80.045
21.08;80.045
21.09;80.045
21.1;80.045
21.11;80.01
21.12;80.01
21.13;80.015
21.14;80.015
21.15;79.995
21.16;79.995
21.17;79.945
21.18;79.945
21.19;79.95
21.2;79.95
21.21;79.935
21.22;79.935
21.23;79.94
21.24;79.94
21.25;79.91
21.26;79.91
21.27;79.8
21.28;79.8
21.29;79.795
21.3;79.795
21.31;79.805
21.32;79.805
21.33;79.83
21.34;79.83
21.35;79.72
21.36;79.72
21.37;79.67
21.38;79.67
21.39;79.695
21.4;79.695
21.41;79.72
21.42;79.72
21.43;79.73
21.44;79.73
21.45;79.665
21.46;79.665
21.47;79.665
21.48;79.665
21.49;79.615
21.5;79.615
21.51;79.62
21.52;79.62
21.53;79.61
21.54;79.61
21.55;79.55
21.56;79.55
21.57;79.56
21.58;79.56
21.59;79.585
21.6;79.585
21.61;79.545
21.62;79.545
21.63;79.565
21.64;79.565
21.65;79.57
21.66;79.57
21.67;79.57
21.68;79.57
21.69;79.5
21.7;79.5
21.71;79.515
21.72;79.515
21.73;79.46
21.74;79.46
21.75;79.39
21.76;79.39
21.77;79.4
21.78;79.4
21.79;79.38
21.8;79.38
21.81;79.385
21.82;79.385
21.83;79.345
21.84;79.345
21.85;79.315
21.86;79.315
21.87;79.295
21.88;79.295
21.89;79.28
21.9;79.28
21.91;79.28
21.92;79.28
21.93;79.255
21.94;79.255
21.95;79.235
21.96;79.235
21.97;79.25
21.98;79.25
21.99;79.265
22;79.265
22.01;79.21
22.02;79.21
22.03;79.215
22.04;79.215
22.05;79.195
22.06;79.195
22.07;79.2
22.08;79.2
22.09;79.15
22.1;79.15
22.11;79.165
22.12;79.165
22.13;79.09
22.14;79.09
22.15;79.055
22.16;79.055
22.17;79.055
22.18;79.055
22.19;79.08
22.2;79.08
22.21;79.015
22.22;79.015
22.23;78.985
22.24;78.985
22.25;78.975
22.26;78.975
22.27;78.995
22.28;78.995
22.29;78.93
22.3;78.93
22.31;78.93
22.32;78.93
22.33;78.885
22.34;78.885
22.35;78.865
22.36;78.865
22.37;78.895
22.38;78.895
22.39;78.815
22.4;78.815
22.41;78.775
22.42;78.775
22.43;78.78
22.44;78.78
22.45;78.765
22.46;78.765
22.47;78.785
22.48;78.785
22.49;78.735
22.5;78.735
22.51;78.72
22.52;78.72
22.53;78.695
22.54;78.695
22.55;78.705
22.56;78.705
22.57;78.735
22.58;78.735
22.59;78.72
22.6;78.72
22.61;78.69
22.62;78.69
22.63;78.665
22.64;78.665
22.65;78.68
22.66;78.68
22.67;78.7
22.68;78.7
22.69;78.67
22.7;78.67
22.71;78.625
22.72;78.625
22.73;78.64
22.74;78.64
22.75;78.655
22.76;78.655
22.77;78.595
22.78;78.595
22.79;78.555
22.8;78.555
22.81;78.555
22.82;78.555
22.83;78.525
22.84;78.525
22.85;78.545
22.86;78.545
22.87;78.48
22.88;78.48
22.89;78.445
22.9;78.445
22.91;78.455
22.92;78.455
22.93;78.395
22.94;78.395
22.95;78.425
22.96;78.425
22.97;78.39
22.98;78.39
22.99;78.395
23;78.395
23.01;78.345
23.02;78.345
23.03;78.32
23.04;78.32
23.05;78.32
23.06;78.32
23.07;78.305
23.08;78.305
23.09;78.315
23.1;78.315
23.11;78.295
23.12;78.295
23.13;78.265
23.14;78.265
23.15;78.285
23.16;78.285
23.17;78.265
23.18;78.265
23.19;78.235
23.2;78.235
23.21;78.235
23.22;78.235
23.23;78.21
23.24;78.21
23.25;78.21
23.26;78.21
23.27;78.18
23.28;78.18
23.29;78.125
23.3;78.125
23.31;78.14
23.32;78.14
23.33;78.165
23.34;78.165
23.35;78.135
23.36;78.135
23.37;78.115
23.38;78.115
23.39;78.055
23.4;78.055
23.41;78
23.42;78
23.43;77.98
23.44;77.98
23.45;78.01
23.46;78.01
23.47;77.94
23.48;77.94
23.49;77.925
23.5;77.925
23.51;77.915
23.52;77.915
23.53;77.885
23.54;77.885
23.55;77.905
23.56;77.905
23.57;77.865
23.58;77.865
23.59;77.83
23.6;77.83
23.61;77.82
23.62;77.82
23.63;77.835
23.64;77.835
23.65;77.84
23.66;77.84
23.67;77.785
23.68;77.785
23.69;77.805
23.7;77.805
23.71;77.82
23.72;77.82
23.73;77.815
23.74;77.815
23.75;77.82
23.76;77.82
23.77;77.775
23.78;77.775
23.79;77.75
23.8;77.75
23.81;77.705
23.82;77.705
23.83;77.73
23.84;77.73
23.85;77.675
23.86;77.675
23.87;77.63
23.88;77.63
23.89;77.655
23.9;77.655
23.91;77.595
23.92;77.595
23.93;77.595
23.94;77.595
23.95;77.59
23.96;77.59
23.97;77.515
23.98;77.515
23.99;77.53
24;77.53
24.01;77.5
24.02;77.5
24.03;77.495
24.04;77.495
24.05;77.49
24.06;77.49
24.07;77.445
24.08;77.445
24.09;77.43
24.1;77.43
24.11;77.42
24.12;77.42
24.13;77.45
24.14;77.45
24.15;77.39
24.16;77.39
24.17;77.365
24.18;77.365
24.19;77.36
24.2;77.36
24.21;77.335
24.22;77.335
24.23;77.33
24.24;77.33
24.25;77.32
24.26;77.32
24.27;77.33
24.28;77.33
24.29;77.285
24.3;77.285
24.31;77.25
24.32;77.25
24.33;77.215
24.34;77.215
24.35;77.245
24.36;77.245
24.37;77.195
24.38;77.195
24.39;77.22
24.4;77.22
24.41;77.19
24.42;77.19
24.43;77.15
24.44;77.15
24.45;77.17
24.46;77.17
24.47;77.11
24.48;77.11
24.49;77.035
24.5;77.035
24.51;77.005
24.52;77.005
24.53;77.03
24.54;77.03
24.55;77.045
24.56;77.045
24.57;77.03
24.58;77.03
24.59;77.025
24.6;77.025
24.61;77.055
24.62;77.055
24.63;77.07
24.64;77.07
24.65;76.995
24.66;76.995
24.67;76.965
24.68;76.965
24.69;76.905
24.7;76.905
24.71;76.88
24.72;76.88
24.73;76.885
24.74;76.885
24.75;76.86
24.76;76.86
24.77;76.86
24.78;76.86
24.79;76.88
24.8;76.88
24.81;76.875
24.82;76.875
24.83;76.87
24.84;76.87
24.85;76.85
24.86;76.85
24.87;76.81
24.88;76.81
24.89;76.835
24.9;76.835
24.91;76.77
24.92;76.77
24.93;76.745
24.94;76.745
24.95;76.72
24.96;76.72
24.97;76.73
24.98;76.73
24.99;76.735
25;76.735
25.01;76.73
25.02;76.73
25.03;76.675
25.04;76.675
25.05;76.67
25.06;76.67
25.07;76.695
25.08;76.695
25.09;76.655
25.1;76.655
25.11;76.65
25.12;76.65
25.13;76.655
25.14;76.655
25.15;76.535
25.16;76.535
25.17;76.56
25.18;76.56
25.19;76.59
25.2;76.59
25.21;76.515
25.22;76.515
25.23;76.545
25.24;76.545
25.25;76.535
25.26;76.535
25.27;76.46
25.28;76.46
25.29;76.485
25.3;76.485
25.31;76.455
25.32;76.455
25.33;76.475
25.34;76.475
25.35;76.47
25.36;76.47
25.37;76.43
25.38;76.43
25.39;76.405
25.4;76.405
25.41;76.38
25.42;76.38
25.43;76.39
25.44;76.39
25.45;76.385
25.46;76.385
25.47;76.345
25.48;76.345
25.49;76.33
25.5;76.33
25.51;76.315
25.52;76.315
25.53;76.255
25.54;76.255
25.55;76.265
25.56;76.265
25.57;76.24
25.58;76.24
25.59;76.26
25.6;76.26
25.61;76.25
25.62;76.25
25.63;76.245
25.64;76.245
25.65;76.205
25.66;76.205
25.67;76.195
25.68;76.195
25.69;76.215
25.7;76.215
25.71;76.155
25.72;76.155
25.73;76.11
25.74;76.11
25.75;76.135
25.76;76.135
25.77;76.105
25.78;76.105
25.79;76.11
25.8;76.11
25.81;76.065
25.82;76.065
25.83;76.045
25.84;76.045
25.85;76.045
25.86;76.045
25.87;76.05
25.88;76.05
25.89;76.035
25.9;76.035
25.91;76.04
25.92;76.04
25.93;75.985
25.94;75.985
25.95;75.94
25.96;75.94
25.97;75.92
25.98;75.92
25.99;75.94
26;75.94
26.01;75.895
26.02;75.895
26.03;75.82
26.04;75.82
26.05;75.835
26.06;75.835
26.07;75.835
26.08;75.835
26.09;75.835
26.1;75.835
26.11;75.815
26.12;75.815
26.13;75.755
26.14;75.755
26.15;75.755
26.16;75.755
26.17;75.725
26.18;75.725
26.19;75.75
26.2;75.75
26.21;75.68
26.22;75.68
26.23;75.695
26.24;75.695
26.25;75.7
26.26;75.7
26.27;75.68
26.28;75.68
26.29;75.635
26.3;75.635
26.31;75.65
26.32;75.65
26.33;75.625
26.34;75.625
26.35;75.64
26.36;75.64
26.37;75.615
26.38;75.615
26.39;75.635
26.4;75.635
26.41;75.62
26.42;75.62
26.43;75.52
26.44;75.52
26.45;75.52
26.46;75.52
26.47;75.54
26.48;75.54
26.49;75.505
26.5;75.505
26.51;75.48
26.52;75.48
26.53;75.43
26.54;75.43
26.55;75.445
26.56;75.445
26.57;75.415
26.58;75.415
26.59;75.42
26.6;75.42
26.61;75.44
26.62;75.44
26.63;75.385
26.64;75.385
26.65;75.365
26.66;75.365
26.67;75.37
26.68;75.37
26.69;75.325
26.7;75.325
26.71;75.32
26.72;75.32
26.73;75.295
26.74;75.295
26.75;75.22
26.76;75.22
26.77;75.22
26.78;75.22
26.79;75.235
26.8;75.235
26.81;75.195
26.82;75.195
26.83;75.165
26.84;75.165
26.85;75.18
26.86;75.18
26.87;75.205
26.88;75.205
26.89;75.185
26.9;75.185
26.91;75.165
26.92;75.165
26.93;75.13
26.94;75.13
26.95;75.105
26.96;75.105
26.97;75.075
26.98;75.075
26.99;75.035
27;75.035
27.01;75.065
27.02;75.065
27.03;75.055
27.04;75.055
27.05;74.985
27.06;74.985
27.07;75
27.08;75
27.09;74.945
27.1;74.945
27.11;74.92
27.12;74.92
27.13;74.945
27.14;74.945
27.15;74.875
27.16;74.875
27.17;74.9
27.18;74.9
27.19;74.885
27.2;74.885
27.21;74.875
27.22;74.875
27.23;74.9
27.24;74.9
27.25;74.835
27.26;74.835
27.27;74.855
27.28;74.855
27.29;74.875
27.3;74.875
27.31;74.815
27.32;74.815
27.33;74.805
27.34;74.805
27.35;74.765
27.36;74.765
27.37;74.755
27.38;74.755
27.39;74.75
27.4;74.75
27.41;74.64
27.42;74.64
27.43;74.665
27.44;74.665
27.45;74.675
27.46;74.675
27.47;74.665
27.48;74.665
27.49;74.68
27.5;74.68
27.51;74.65
27.52;74.65
27.53;74.655
27.54;74.655
27.55;74.605
27.56;74.605
27.57;74.6
27.58;74.6
27.59;74.635
27.6;74.635
27.61;74.54
27.62;74.54
27.63;74.52
27.64;74.52
27.65;74.545
27.66;74.545
27.67;74.465
27.68;74.465
27.69;74.475
27.7;74.475
27.71;74.46
27.72;74.46
27.73;74.455
27.74;74.455
27.75;74.445
27.76;74.445
27.77;74.415
27.78;74.415
27.79;74.43
27.8;74.43
27.81;74.375
27.82;74.375
27.83;74.39
27.84;74.39
27.85;74.425
27.86;74.425
27.87;74.355
27.88;74.355
27.89;74.365
27.9;74.365
27.91;74.375
27.92;74.375
27.93;74.28
27.94;74.28
27.95;74.305
27.96;74.305
27.97;74.28
27.98;74.28
27.99;74.285
28;74.285
28.01;74.275
28.02;74.275
28.03;74.255
28.04;74.255
28.05;74.215
28.06;74.215
28.07;74.195
28.08;74.195
28.09;74.21
28.1;74.21
28.11;74.21
28.12;74.21
28.13;74.175
28.14;74.175
28.15;74.135
28.16;74.135
28.17;74.11
28.18;74.11
28.19;74.045
28.2;74.045
28.21;74.07
28.22;74.07
28.23;74.03
28.24;74.03
28.25;73.99
28.26;73.99
28.27;74.02
28.28;74.02
28.29;73.965
28.3;73.965
28.31;73.975
28.32;73.975
28.33;73.955
28.34;73.955
28.35;73.945
28.36;73.945
28.37;73.875
28.38;73.875
28.39;73.885
28.4;73.885
28.41;73.85
28.42;73.85
28.43;73.8
28.44;73.8
28.45;73.78
28.46;73.78
28.47;73.8
28.48;73.8
28.49;73.82
28.5;73.82
28.51;73.82
28.52;73.82
28.53;73.76
28.54;73.76
28.55;73.72
28.56;73.72
28.57;73.735
28.58;73.735
28.59;73.75
28.6;73.75
28.61;73.75
28.62;73.75
28.63;73.69
28.64;73.69
28.65;73.67
28.66;73.67
28.67;73.685
28.68;73.685
28.69;73.695
28.7;73.695
28.71;73.645
28.72;73.645
28.73;73.635
28.74;73.635
28.75;73.62
28.76;73.62
28.77;73.595
28.78;73.595
28.79;73.54
28.8;73.54
28.81;73.54
28.82;73.54
28.83;73.535
28.84;73.535
28.85;73.54
28.86;73.54
28.87;73.475
28.88;73.475
28.89;73.46
28.9;73.46
28.91;73.47
28.92;73.47
28.93;73.48
28.94;73.48
28.95;73.495
28.96;73.495
28.97;73.405
28.98;73.405
28.99;73.415
29;73.415
29.01;73.43
29.02;73.43
29.03;73.375
29.04;73.375
29.05;73.39
29.06;73.39
29.07;73.375
29.08;73.375
29.09;73.33
29.1;73.33
29.11;73.335
29.12;73.335
29.13;73.315
29.14;73.315
29.15;73.25
29.16;73.25
29.17;73.265
29.18;73.265
29.19;73.25
29.2;73.25
29.21;73.265
29.22;73.265
29.23;73.28
29.24;73.28
29.25;73.195
29.26;73.195
29.27;73.2
29.28;73.2
29.29;73.195
29.3;73.195
29.31;73.19
29.32;73.19
29.33;73.195
29.34;73.195
29.35;73.15
29.36;73.15
29.37;73.15
29.38;73.15
29.39;73.105
29.4;73.105
29.41;73.11
29.42;73.11
29.43;73.115
29.44;73.115
29.45;73.02
29.46;73.02
29.47;73.04
29.48;73.04
29.49;73.045
29.5;73.045
29.51;73
29.52;73
29.53;72.975
29.54;72.975
29.55;72.96
29.56;72.96
29.57;72.945
29.58;72.945
29.59;72.955
29.6;72.955
29.61;72.91
29.62;72.91
29.63;72.92
29.64;72.92
29.65;72.875
29.66;72.875
29.67;72.875
29.68;72.875
29.69;72.87
29.7;72.87
29.71;72.85
29.72;72.85
29.73;72.87
29.74;72.87
29.75;72.87
29.76;72.87
29.77;72.79
29.78;72.79
29.79;72.805
29.8;72.805
29.81;72.77
29.82;72.77
29.83;72.75
29.84;72.75
29.85;72.755
29.86;72.755
29.87;72.675
29.88;72.675
29.89;72.69
29.9;72.69
29.91;72.66
29.92;72.66
29.93;72.575
29.94;72.575
29.95;72.61
29.96;72.61
29.97;72.555
29.98;72.555
29.99;72.59
30;72.59
30.01;72.595
30.02;72.595
30.03;72.52
30.04;72.52
30.05;72.545
30.06;72.545
30.07;72.485
30.08;72.485
30.09;72.5
30.1;72.5
30.11;72.46
30.12;72.46
30.13;72.435
30.14;72.435
30.15;72.455
30.16;72.455
30.17;72.46
30.18;72.46
30.19;72.415
30.2;72.415
30.21;72.41
30.22;72.41
30.23;72.415
30.24;72.415
30.25;72.335
30.26;72.335
30.27;72.355
30.28;72.355
30.29;72.37
30.3;72.37
30.31;72.36
30.32;72.36
30.33;72.305
30.34;72.305
30.35;72.305
30.36;72.305
30.37;72.315
30.38;72.315
30.39;72.195
30.4;72.195
30.41;72.18
30.42;72.18
30.43;72.205
30.44;72.205
30.45;72.205
30.46;72.205
30.47;72.165
30.48;72.165
30.49;72.14
30.5;72.14
30.51;72.165
30.52;72.165
30.53;72.155
30.54;72.155
30.55;72.135
30.56;72.135
30.57;72.055
30.58;72.055
30.59;72.07
30.6;72.07
30.61;72.095
30.62;72.095
30.63;72.055
30.64;72.055
30.65;72.03
30.66;72.03
30.67;72.04
30.68;72.04
30.69;72.015
30.7;72.015
30.71;72
30.72;72
30.73;71.955
30.74;71.955
30.75;71.97
30.76;71.97
30.77;71.99
30.78;71.99
30.79;71.96
30.8;71.96
30.81;71.905
30.82;71.905
30.83;71.91
30.84;71.91
30.85;71.92
30.86;71.92
30.87;71.935
30.88;71.935
30.89;71.875
30.9;71.875
30.91;71.855
30.92;71.855
30.93;71.86
30.94;71.86
30.95;71.795
30.96;71.795
30.97;71.75
30.98;71.75
30.99;71.77
31;71.77
31.01;71.74
31.02;71.74
31.03;71.72
31.04;71.72
31.05;71.705
31.06;71.705
31.07;71.655
31.08;71.655
31.09;71.685
31.1;71.685
31.11;71.54
31.12;71.54
31.13;71.575
31.14;71.575
31.15;71.6
31.16;71.6
31.17;71.56
31.18;71.56
31.19;71.57
31.2;71.57
31.21;71.57
31.22;71.57
31.23;71.5
31.24;71.5
31.25;71.525
31.26;71.525
31.27;71.54
31.28;71.54
31.29;71.55
31.3;71.55
31.31;71.5
31.32;71.5
31.33;71.445
31.34;71.445
31.35;71.475
31.36;71.475
31.37;71.46
31.38;71.46
31.39;71.485
31.4;71.485
31.41;71.485
31.42;71.485
31.43;71.445
31.44;71.445
31.45;71.4
31.46;71.4
31.47;71.415
31.48;71.415
31.49;71.405
31.5;71.405
31.51;71.41
31.52;71.41
31.53;71.38
31.54;71.38
31.55;71.335
31.56;71.335
31.57;71.31
31.58;71.31
31.59;71.27
31.6;71.27
31.61;71.275
31.62;71.275
31.63;71.295
31.64;71.295
31.65;71.185
31.66;71.185
31.67;71.21
31.68;71.21
31.69;71.185
31.7;71.185
31.71;71.175
31.72;71.175
31.73;71.155
31.74;71.155
31.75;71.135
31.76;71.135
31.77;71.095
31.78;71.095
31.79;71.08
31.8;71.08
31.81;71.1
31.82;71.1
31.83;71.1
31.84;71.1
31.85;71.01
31.86;71.01
31.87;70.965
31.88;70.965
31.89;70.985
31.9;70.985
31.91;71
31.92;71
31.93;71
31.94;71
31.95;71.01
31.96;71.01
31.97;70.97
31.98;70.97
31.99;70.945
32;70.945
32.01;70.97
32.02;70.97
32.03;70.955
32.04;70.955
32.05;70.985
32.06;70.985
32.07;70.985
32.08;70.985
32.09;70.92
32.1;70.92
32.11;70.88
32.12;70.88
32.13;70.9
32.14;70.9
32.15;70.93
32.16;70.93
32.17;70.91
32.18;70.91
32.19;70.84
32.2;70.84
32.21;70.82
32.22;70.82
32.23;70.835
32.24;70.835
32.25;70.83
32.26;70.83
32.27;70.81
32.28;70.81
32.29;70.735
32.3;70.735
32.31;70.73
32.32;70.73
32.33;70.75
32.34;70.75
32.35;70.725
32.36;70.725
32.37;70.665
32.38;70.665
32.39;70.61
32.4;70.61
32.41;70.6
32.42;70.6
32.43;70.575
32.44;70.575
32.45;70.585
32.46;70.585
32.47;70.585
32.48;70.585
32.49;70.525
32.5;70.525
32.51;70.52
32.52;70.52
32.53;70.515
32.54;70.515
32.55;70.495
32.56;70.495
32.57;70.52
32.58;70.52
32.59;70.52
32.6;70.52
32.61;70.49
32.62;70.49
32.63;70.485
32.64;70.485
32.65;70.485
32.66;70.485
32.67;70.47
32.68;70.47
32.69;70.475
32.7;70.475
32.71;70.485
32.72;70.485
32.73;70.485
32.74;70.485
32.75;70.395
32.76;70.395
32.77;70.38
32.78;70.38
32.79;70.415
32.8;70.415
32.81;70.38
32.82;70.38
32.83;70.34
32.84;70.34
32.85;70.32
32.86;70.32
32.87;70.275
32.88;70.275
32.89;70.29
32.9;70.29
32.91;70.23
32.92;70.23
32.93;70.21
32.94;70.21
32.95;70.2
32.96;70.2
32.97;70.13
32.98;70.13
32.99;70.16
33;70.16
33.01;70.165
33.02;70.165
33.03;70.055
33.04;70.055
33.05;70.07
33.06;70.07
33.07;70.095
33.08;70.095
33.09;70.035
33.1;70.035
33.11;70.055
33.12;70.055
33.13;70.04
33.14;70.04
33.15;70.035
33.16;70.035
33.17;70.055
33.18;70.055
33.19;70.015
33.2;70.015
33.21;70.04
33.22;70.04
33.23;70.055
33.24;70.055
33.25;69.97
33.26;69.97
33.27;69.98
33.28;69.98
33.29;69.985
33.3;69.985
33.31;69.885
33.32;69.885
33.33;69.915
33.34;69.915
33.35;69.905
33.36;69.905
33.37;69.87
33.38;69.87
33.39;69.88
33.4;69.88
33.41;69.81
33.42;69.81
33.43;69.815
33.44;69.815
33.45;69.805
33.46;69.805
33.47;69.735
33.48;69.735
33.49;69.76
33.5;69.76
33.51;69.75
33.52;69.75
33.53;69.695
33.54;69.695
33.55;69.74
33.56;69.74
33.57;69.625
33.58;69.625
33.59;69.645
33.6;69.645
33.61;69.675
33.62;69.675
33.63;69.64
33.64;69.64
33.65;69.625
33.66;69.625
33.67;69.61
33.68;69.61
33.69;69.53
33.7;69.53
33.71;69.56
33.72;69.56
33.73;69.58
33.74;69.58
33.75;69.56
33.76;69.56
33.77;69.555
33.78;69.555
33.79;69.545
33.8;69.545
33.81;69.545
33.82;69.545
33.83;69.535
33.84;69.535
33.85;69.525
33.86;69.525
33.87;69.525
33.88;69.525
33.89;69.48
33.9;69.48
33.91;69.445
33.92;69.445
33.93;69.465
33.94;69.465
33.95;69.43
33.96;69.43
33.97;69.425
33.98;69.425
33.99;69.4
34;69.4
34.01;69.39
34.02;69.39
34.03;69.405
34.04;69.405
34.05;69.4
34.06;69.4
34.07;69.365
34.08;69.365
34.09;69.32
34.1;69.32
34.11;69.28
34.12;69.28
34.13;69.255
34.14;69.255
34.15;69.285
34.16;69.285
34.17;69.295
34.18;69.295
34.19;69.235
34.2;69.235
34.21;69.18
34.22;69.18
34.23;69.175
34.24;69.175
34.25;69.155
34.26;69.155
34.27;69.18
34.28;69.18
34.29;69.165
34.3;69.165
34.31;69.11
34.32;69.11
34.33;69.035
34.34;69.035
34.35;69.065
34.36;69.065
34.37;69.055
34.38;69.055
34.39;69.055
34.4;69.055
34.41;69.055
34.42;69.055
34.43;69.025
34.44;69.025
34.45;68.995
34.46;68.995
34.47;69.025
34.48;69.025
34.49;69.045
34.5;69.045
34.51;69.075
34.52;69.075
34.53;68.975
34.54;68.975
34.55;68.97
34.56;68.97
34.57;68.975
34.58;68.975
34.59;68.99
34.6;68.99
34.61;68.97
34.62;68.97
34.63;68.955
34.64;68.955
34.65;68.89
34.66;68.89
34.67;68.885
34.68;68.885
34.69;68.885
34.7;68.885
34.71;68.87
34.72;68.87
34.73;68.855
34.74;68.855
34.75;68.82
34.76;68.82
34.77;68.77
34.78;68.77
34.79;68.745
34.8;68.745
34.81;68.75
34.82;68.75
34.83;68.76
34.84;68.76
34.85;68.765
34.86;68.765
34.87;68.65
34.88;68.65
34.89;68.645
34.9;68.645
34.91;68.675
34.92;68.675
34.93;68.635
34.94;68.635
34.95;68.65
34.96;68.65
34.97;68.57
34.98;68.57
34.99;68.525
35;68.525
35.01;68.535
35.02;68.535
35.03;68.54
35.04;68.54
35.05;68.54
35.06;68.54
35.07;68.555
35.08;68.555
35.09;68.47
35.1;68.47
35.11;68.48
35.12;68.48
